Player,Round ID,Date,Course,Weather Difficulty,Course Difficulty,Tournament,Benchmark,Shot,Hole,Score,Starting Distance,Starting Location,Ending Distance,Ending Location,Penalty,Starting SG,Ending SG,Strokes Gained
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,9,37,12,Rough,6,Green,No,2.32,1.32,0.00
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,9,38,6,Green,0,Green,No,1.32,0.00,0.32
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,10,39,440,Tee,160,Rough,No,4.21,3.31,-0.10
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,10,40,160,Rough,36,Green,No,3.31,2.04,0.27
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,10,41,36,Green,6,Green,No,2.04,1.32,-0.28
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,10,42,6,Green,0,Green,No,1.32,0.00,0.32
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,11,43,175,Tee,12,Rough,No,3.08,2.32,-0.23
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,11,44,12,Rough,9,Green,No,2.32,1.58,-0.26
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,11,45,9,Green,1,Green,No,1.58,1.01,-0.43
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,11,46,1,Green,0,Green,No,1.01,0.00,0.01
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,12,47,420,Tee,140,Fairway,No,4.14,2.97,0.17
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,12,48,140,Fairway,12,Green,No,2.97,1.69,0.28
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,12,49,12,Green,0,Green,No,1.69,0.00,0.69
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,13,50,495,Tee,200,Fairway,No,4.52,3.28,0.25
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,13,51,200,Fairway,32,Green,No,3.28,2.00,0.28
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,13,52,32,Green,3,Green,No,2.00,1.04,-0.04
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,13,53,3,Green,0,Green,No,1.04,0.00,0.04
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,14,54,200,Tee,23,Green,No,3.18,1.91,0.27
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,14,55,23,Green,0,Green,No,1.91,0.00,0.91
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,15,57,450,Tee,180,Rough,Yes,4.26,3.40,-1.14
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,15,58,180,Rough,35,Green,No,3.40,2.03,0.37
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,15,59,35,Green,4,Green,No,2.03,1.13,-0.10
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,15,60,4,Green,0,Green,No,1.13,0.00,0.13
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,16,61,400,Tee,100,Rough,No,4.11,3.08,0.03
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,16,62,100,Rough,24,Green,No,3.08,1.92,0.16
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,16,63,24,Green,2,Green,No,1.92,1.03,-0.11
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,16,64,2,Green,0,Green,No,1.03,0.00,0.03
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,17,65,330,Tee,125,Fairway,No,3.93,2.92,0.01
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,17,66,125,Fairway,2,Green,No,2.92,1.03,0.89
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,17,67,2,Green,0,Green,No,1.03,0.00,0.03
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,1,18,68,500,Tee,220,Rough,No,4.56,3.65,-0.09
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,2,18,69,220,Rough,22,Fairway,No,3.65,2.44,0.21
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,3,18,70,22,Fairway,6,Green,No,2.44,1.32,0.12
Joe,R1770606097458,2026-02-09,Gaston,Cold,Standard,Practice,College Golfer,4,18,71,6,Green,0,Green,No,1.32,0.00,0.32
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,1,1,362,Tee,70,Recovery,No,4.04,3.88,-0.84
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,1,2,70,Recovery,12,Fairway,No,3.88,2.19,0.69
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,1,3,12,Fairway,4,Green,No,2.19,1.13,0.06
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,1,4,4,Green,0,Green,No,1.13,0.00,0.13
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,2,5,445,Tee,142,Rough,No,4.23,3.24,0.00
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,2,6,142,Rough,8,Sand,No,3.24,2.43,-0.19
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,2,7,8,Sand,9,Green,No,2.43,1.58,-0.15
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,2,8,9,Green,1,Green,No,1.58,1.01,-0.43
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,2,9,1,Green,0,Green,No,1.01,0.00,0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,3,10,185,Tee,8,Rough,No,3.13,2.11,0.02
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,3,11,8,Rough,7,Green,No,2.11,1.41,-0.30
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,3,12,7,Green,2,Green,No,1.41,1.03,-0.62
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,3,13,2,Green,0,Green,No,1.03,0.00,0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,4,14,486,Tee,210,Recovery,No,4.46,4.03,-0.57
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,4,15,210,Recovery,125,Fairway,No,4.03,2.92,0.11
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,4,16,125,Fairway,5,Fairway,No,2.92,1.86,0.06
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,4,17,5,Fairway,3,Green,No,1.86,1.04,-0.18
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,4,18,3,Green,0,Green,No,1.04,0.00,0.04
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,5,19,381,Tee,111,Rough,No,4.08,3.11,-0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,5,20,111,Rough,7,Sand,No,3.11,2.42,-0.31
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,5,21,7,Sand,15,Green,No,2.42,1.79,-0.37
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,5,22,15,Green,2,Green,No,1.79,1.03,-0.24
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,5,23,2,Green,0,Green,No,1.03,0.00,0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,6,24,204,Tee,30,Rough,No,3.19,2.71,-0.52
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,6,25,30,Rough,19,Green,No,2.71,1.86,-0.15
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,6,26,19,Green,3,Green,No,1.86,1.04,-0.18
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,6,27,3,Green,0,Green,No,1.04,0.00,0.04
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,7,28,387,Tee,110,Recovery,No,4.09,3.88,-0.79
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,7,29,110,Recovery,10,Fairway,No,3.88,2.14,0.74
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,7,30,10,Fairway,3,Green,No,2.14,1.04,0.10
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,7,31,3,Green,0,Green,No,1.04,0.00,0.04
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,8,32,534,Tee,205,Fairway,No,4.78,3.31,0.47
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,8,33,205,Fairway,50,Green,No,3.31,2.14,0.17
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,8,34,50,Green,7,Green,No,2.14,1.41,-0.27
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,8,35,7,Green,0,Green,No,1.41,0.00,0.41
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,9,36,332,Tee,80,Recovery,No,3.94,3.87,-0.93
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,9,37,80,Recovery,16,Rough,No,3.87,2.45,0.42
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,9,38,16,Rough,4,Green,No,2.45,1.13,0.32
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,9,39,4,Green,0,Green,No,1.13,0.00,0.13
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,10,40,488,Tee,142,Fairway,No,4.48,2.98,0.50
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,10,41,142,Fairway,45,Green,No,2.98,2.11,-0.13
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,10,42,45,Green,7,Green,No,2.11,1.41,-0.30
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,10,43,7,Green,1,Green,No,1.41,1.01,-0.60
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,10,44,1,Green,0,Green,No,1.01,0.00,0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,11,45,438,Tee,150,Recovery,No,4.20,3.92,-0.72
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,11,46,150,Recovery,88,Fairway,No,3.92,2.81,0.11
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,11,47,88,Fairway,8,Fairway,No,2.81,2.06,-0.25
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,11,48,8,Fairway,4,Fairway,No,2.06,1.74,-0.68
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,11,49,4,Fairway,3,Green,No,1.74,1.04,-0.30
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,6,11,50,3,Green,2,Green,No,1.04,1.03,-0.99
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,7,11,51,2,Green,0,Green,No,1.03,0.00,0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,12,52,202,Tee,8,Green,No,3.19,1.49,0.69
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,12,53,8,Green,0,Green,No,1.49,0.00,0.49
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,13,54,366,Tee,120,Recovery,No,4.04,3.87,-0.83
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,13,55,120,Recovery,22,Green,No,3.87,1.90,0.97
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,13,56,22,Green,1,Green,No,1.90,1.01,-0.11
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,13,57,1,Green,0,Green,No,1.01,0.00,0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,14,58,374,Tee,170,Fairway,No,4.07,3.10,-0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,14,59,170,Fairway,40,Green,No,3.10,2.07,0.03
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,14,60,40,Green,4,Green,No,2.07,1.13,-0.06
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,14,61,4,Green,0,Green,No,1.13,0.00,0.13
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,15,62,392,Tee,160,Recovery,No,4.10,3.92,-0.82
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,15,63,160,Recovery,70,Fairway,No,3.92,2.76,0.16
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,15,64,70,Fairway,38,Green,No,2.76,2.06,-0.30
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,15,65,38,Green,3,Green,No,2.06,1.04,0.02
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,15,66,3,Green,0,Green,No,1.04,0.00,0.04
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,16,67,182,Tee,12,Sand,No,3.11,2.48,-0.37
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,16,68,12,Sand,8,Recovery,No,2.48,2.91,-1.43
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,16,69,8,Recovery,6,Rough,No,2.91,1.91,0.00
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,16,70,6,Rough,12,Green,No,1.91,1.69,-0.78
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,5,16,71,12,Green,1,Green,No,1.69,1.01,-0.32
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,6,16,72,1,Green,0,Green,No,1.01,0.00,0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,17,73,483,Tee,148,Fairway,No,4.44,3.00,0.44
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,17,74,148,Fairway,7,Rough,No,3.00,2.01,-0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,17,75,7,Rough,5,Green,No,2.01,1.22,-0.21
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,17,76,5,Green,0,Green,No,1.22,0.00,0.22
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,1,18,77,401,Tee,88,Fairway,No,4.11,2.81,0.30
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,2,18,78,88,Fairway,35,Green,No,2.81,2.03,-0.22
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,3,18,79,35,Green,3,Green,No,2.03,1.04,-0.01
Adam,R1770751524999,2023-08-18,Pine Island,Normal,Standard,City AM,College Golfer,4,18,80,3,Green,0,Green,No,1.04,0.00,0.04
